Store Name,Address,Location,Timings,Latitude,Longitude,Phone
Nagawara,"34, Sy No 39/1, Vidyasagar Bus Stop, Thanisandra Road Main, Dr Shivaram Karanth Nagar Post, Nagwara, Nagawara, Opposite Dhurudesh Honda Showroom, Bengaluru, Karnataka, 560077",Karnataka,11:00 AM to 09:30 PM,,,8447745515
Chamundipuram,"New No 2954/4, Plot No K 12/4, Khata No 38/2004, Chamundipuram Circle, Chamundipuram Circle, Next To More Market, Mysuru, Karnataka, 570008",Karnataka,11:00 AM to 09:00 PM,,,8588802291
Kanakapura,"Jr Plaza 6, Raghuvanahalli, Kanakapura Main Road, Metro Pillar No 217, Raghuvanahalli, Near Karnataka Bank, Bengaluru, Karnataka, 560062",Karnataka,11:00 AM to 09:30 PM,,,9643707383
Nagarbhavi 80ft Road,"Ground Floor Plot No 348/689, Nagarbhavi 80Ft Road, Vinayaka Layout, Nagarbhavi, Bengaluru, Karnataka, 560072",Karnataka,11:00 AM to 09:30 PM,,,8447847395
Flagship Store at Whitefield,"68/62, Labh Villa, Whitefield, Near Csi Memorial Church, Bengaluru, Karnataka, 560066",Karnataka,11:00 AM to 09:30 PM,,,7428891084
Nexus Mall,"Shop No 11A, 1St Floor, Nexus Mall, Mangladevi Temple Road, Pandeshwar, Nexus Mall, Mangaluru, Karnataka, 575001",Karnataka,11:00 AM to 09:00 PM,,,8585951403
Forum Mall Koramangala,"Unit No 10, Ground Floor, The Forum Mall, Koramangala, Bengaluru, Karnataka, 560095",Karnataka,11:00 AM to 09:30 PM,,,8377931402
Chikkamagaluru,"Ground Floor 199, Mg Road, Chikkolale, Chikkolale, Opposite Sri Vasavi Kannikaparameshwari Temple, Chikkamagaluru, Karnataka, 577101",Karnataka,11:00 AM to 09:00 PM,,,9870562563
Varthur,"Shop No 704, Ground Floor, Asn Signature, Varthur Road, Ramagondanahalli, Siddapura, Near Laughing Waters, Bengaluru, Karnataka, 560066",Karnataka,11:00 AM to 09:30 PM,,,9582601383
Anathanagar,"#1138, Ground Floor, 6Th Cross Road, Sri Anantha Nagar, Electronic City Phase 2, Near Ashirwadh Classic Apartment, Bengaluru, Karnataka, 560100",Karnataka,11:00 AM to 09:30 PM,,,9582381413
Vijay Nagar,"Hebbal 1St Stage, Jv Arcade, Hebbal, Near Surya Bakery Circle, Mysuru, Karnataka, 570016",Karnataka,11:00 AM to 09:00 PM,,,7065045161
Hoodi Circle,"Rajapalya, Itpl Main Road, Mahadevapura, Hoodi, Hoodi Circle, Bengaluru, Karnataka, 560048",Karnataka,11:00 AM to 09:30 PM,,,8447745874
Dattagalli,"N0 3082, Khata‚ Kt695/17/18, Vishwamanava Double Road, 3Rd Stage, Dattagalli, Mahamane Circle, Mahamane Circle, Near Bombatt Bhojana Hotel, Mysuru, Karnataka, 570024",Karnataka,11:00 AM to 09:00 PM,,,8929310911
Malleshwaram,"Shop No 17, Om Sri Mahaganapathi Complex, Margosa Road, Malleshwaram, Near Narayana Super Speciality Hospital, Bengaluru, Karnataka, 560003",Karnataka,11:00 AM to 09:30 PM,,,7428890050
CV Raman Nagar,"Shop No 54, Ground Floor, 11Th Cross, Kaggadasapura Rd, Cv Raman Nagar, Opposite Narayana Pu/Cbse College, Bengaluru, Karnataka, 560093",Karnataka,11:00 AM to 09:30 PM,,,7428890211
Kasturi Nagar,"Shop No 156, Svk Arcade, 2Nd Main Road, Kasturi Nagar, East Of Ngef Layout, Bengaluru, Karnataka, 560043",Karnataka,10:30 AM to 09:30 PM,,,7428890267
